layer,prompt_id,cosine_similarity,mae,rmse,max_error,drift_pct_01,drift_pct_05,top_1_overlap,top_3_overlap,top_5_overlap,top_10_overlap,relative_diff
2,23,0.9985325,0.0031317133,0.009124676,0.10739082,0.037037037037037035,0.7777777777777778,0.9333333333333333,0.9777777777777777,0.9866666666666667,1.0,3.681802
3,23,0.99790543,0.004051552,0.012183383,0.15096223,0.2222222222222222,1.1481481481481481,1.0,0.9777777777777777,1.0,0.9933333333333334,6.6221485
4,23,0.9975811,0.0036504895,0.013890438,0.33150446,0.2222222222222222,1.1481481481481481,1.0,0.9555555555555555,1.0,1.0,6.82125
5,23,0.999402,0.0021192404,0.0073555126,0.1257546,0.1111111111111111,0.33333333333333337,1.0,0.9777777777777777,1.0,0.9933333333333334,6.1722646
6,23,0.9994353,0.0022520646,0.0069675543,0.0868752,0.0,0.4444444444444444,1.0,1.0,1.0,1.0,4.705654
7,23,0.9995899,0.0018044544,0.0064530587,0.078217864,0.0,0.4814814814814815,1.0,0.9777777777777777,0.9866666666666667,1.0,6.038065
8,23,0.999572,0.001875184,0.0061436347,0.081578314,0.0,0.33333333333333337,1.0,0.9777777777777777,0.9866666666666667,1.0,4.0932817
9,23,0.99985224,0.0011920851,0.0039345496,0.053762913,0.0,0.037037037037037035,1.0,0.9777777777777777,0.9866666666666667,1.0,4.373194
10,23,0.9998267,0.001150421,0.004248561,0.07373899,0.0,0.07407407407407407,1.0,0.9777777777777777,1.0,1.0,3.6517353
11,23,0.9998253,0.0013597346,0.004017242,0.04638177,0.0,0.0,1.0,0.9555555555555555,0.9866666666666667,1.0,2.9213352
0,24,0.99998176,0.0004468635,0.0012104069,0.013309091,0.0,0.0,1.0,1.0,1.0,1.0,0.59809685
1,24,0.99978065,0.0016803329,0.003950367,0.039474547,0.0,0.0,1.0,1.0,1.0,1.0,1.7731091
2,24,0.99922204,0.0032326533,0.0077483114,0.06864154,0.0,0.4629629629629629,0.9166666666666666,0.9722222222222222,1.0,1.0,3.8958516
3,24,0.9971418,0.0059252363,0.01637087,0.1482557,0.5208333333333333,2.7199074074074074,1.0,0.9722222222222222,0.9666666666666667,1.0,6.907058
4,24,0.99917984,0.003526616,0.009246934,0.09116717,0.0,0.5787037037037037,1.0,0.9722222222222222,1.0,1.0,6.546844
5,24,0.99956614,0.0024555656,0.0070254966,0.063063964,0.0,0.28935185185185186,1.0,0.9722222222222222,0.9666666666666668,1.0,5.8503685
6,24,0.9995524,0.0024097583,0.0069837165,0.088416845,0.0,0.40509259259259256,1.0,0.9722222222222222,0.9833333333333334,1.0,4.190555
7,24,0.9997417,0.0017850131,0.0057622325,0.065354824,0.0,0.1736111111111111,1.0,1.0,0.9500000000000002,1.0,4.9373317
8,24,0.99958175,0.0022519156,0.00675411,0.08193213,0.0,0.4629629629629629,1.0,1.0,1.0,1.0,3.7972715
9,24,0.9997442,0.0018014078,0.0056661717,0.07413763,0.0,0.1736111111111111,1.0,1.0,0.9833333333333334,0.9916666666666667,4.370777
10,24,0.9997837,0.0016236493,0.005331991,0.07618207,0.0,0.1736111111111111,1.0,1.0,0.9333333333333335,1.0,4.0717387
11,24,0.99985373,0.001453457,0.0040954514,0.053082705,0.0,0.057870370370370364,1.0,0.9444444444444443,1.0,1.0,2.543833
0,25,0.9999888,0.00041204863,0.0010190427,0.011562467,0.0,0.0,1.0,1.0,1.0,1.0,0.56988883
1,25,0.9998025,0.001725816,0.004044747,0.033637285,0.0,0.0,1.0,1.0,1.0,1.0,1.5842603
2,25,0.9989131,0.0039915033,0.009675301,0.09278491,0.0,0.6887052341597797,1.0,0.9393939393939393,0.9818181818181819,1.0,4.4302917
3,25,0.99739003,0.006254114,0.016770657,0.13938746,0.5509641873278237,2.9614325068870526,1.0,1.0,0.9636363636363637,1.0,7.4122148
4,25,0.99909943,0.0040976913,0.010184997,0.10943958,0.06887052341597796,0.7575757575757576,1.0,1.0,1.0,1.0,9.131999
5,25,0.99947375,0.0028392079,0.008214174,0.07725844,0.0,0.4820936639118457,1.0,1.0,1.0,1.0,5.3120775
6,25,0.9996664,0.002406951,0.006562058,0.068742394,0.0,0.27548209366391185,1.0,0.9393939393939393,1.0,1.0,4.0533934
7,25,0.9997416,0.001990009,0.006071584,0.06533003,0.0,0.13774104683195593,1.0,1.0,1.0,1.0,4.6924977
8,25,0.9997496,0.0021851677,0.005634266,0.079144716,0.0,0.06887052341597796,1.0,0.9696969696969696,1.0,1.0,4.049717
9,25,0.99976945,0.0017370291,0.0057133865,0.07940385,0.0,0.2066115702479339,1.0,0.9696969696969696,1.0,1.0,3.633166
10,25,0.9998888,0.0013522975,0.003976129,0.037059367,0.0,0.0,1.0,0.9696969696969696,1.0,1.0,3.1448
11,25,0.9998704,0.0015058368,0.0039637876,0.036587387,0.0,0.0,1.0,0.9696969696969696,0.9818181818181819,1.0,2.532651
0,26,0.99999,0.00045374598,0.0010273196,0.0071689934,0.0,0.0,1.0,0.9666666666666666,0.9800000000000001,1.0,0.5759335
1,26,0.99984586,0.0017472567,0.0038476007,0.04797399,0.0,0.0,1.0,1.0,1.0,1.0,1.6139858
2,26,0.99888456,0.0043945583,0.010497631,0.09154889,0.0,0.9166666666666666,1.0,0.9666666666666666,1.0,1.0,4.5920024
